winnerPlayer,nodeCount,time,hit_rate
2,93,0.021257,5.36
2,93,0.010593,5.36
2,93,0.014295,5.36
2,93,0.022006,5.36
2,93,0.013887,5.36
2,93,0.014572,5.36
2,93,0.014362,5.36
2,93,0.015623,5.36
2,93,0.011490,5.36
2,93,0.014914,5.36
2,93,0.016536,5.36
2,93,0.012348,5.36
1,55,0.009754,0.00
1,55,0.008770,0.00
1,55,0.009242,0.00
1,55,0.009609,0.00
1,55,0.010921,0.00
1,55,0.008864,0.00
1,55,0.010123,0.00
1,55,0.009453,0.00
1,55,0.009152,0.00
1,55,0.012957,0.00
1,55,0.010639,0.00
1,55,0.009044,0.00
1,55,0.009750,0.00
1,55,0.009349,0.00
1,55,0.008919,0.00
1,55,0.008499,0.00
1,55,0.008505,0.00
1,55,0.011390,0.00
1,55,0.009831,0.00
1,55,0.009328,0.00
1,55,0.010106,0.00
1,55,0.009457,0.00
1,55,0.009165,0.00
1,55,0.009496,0.00
1,55,0.009906,0.00
1,55,0.011583,0.00
1,55,0.009569,0.00
1,55,0.009019,0.00
1,55,0.010738,0.00
1,55,0.009849,0.00
1,55,0.008834,0.00
1,55,0.011457,0.00
1,55,0.011648,0.00
1,55,0.010092,0.00
1,55,0.008632,0.00
1,55,0.010369,0.00
1,55,0.011583,0.00
1,55,0.012622,0.00
1,21,0.039156,0.00
1,21,0.031205,0.00
1,21,0.028521,0.00
1,21,0.031172,0.00
1,21,0.029792,0.00
1,21,0.031323,0.00
1,21,0.029727,0.00
1,21,0.030434,0.00
1,21,0.029138,0.00
1,21,0.029902,0.00
1,21,0.030972,0.00
1,21,0.029101,0.00
1,21,0.029670,0.00
1,21,0.029476,0.00
1,21,0.030066,0.00
1,21,0.029510,0.00
1,21,0.028779,0.00
1,21,0.030980,0.00
1,21,0.031133,0.00
1,21,0.038590,0.00
1,21,0.032201,0.00
1,21,0.027889,0.00
1,21,0.029017,0.00
1,21,0.029863,0.00
1,21,0.033010,0.00
1,21,0.029169,0.00
1,21,0.030624,0.00
1,21,0.028827,0.00
1,21,0.029453,0.00
1,21,0.029039,0.00
1,21,0.031690,0.00
1,21,0.037211,0.00
1,21,0.037025,0.00
1,21,0.055394,0.00
1,21,0.042378,0.00
1,21,0.043587,0.00
1,21,0.035557,0.00
1,21,0.031896,0.00
1,21,0.031620,0.00
1,21,0.032404,0.00
1,21,0.033714,0.00
1,21,0.030359,0.00
1,21,0.028833,0.00
1,21,0.029468,0.00
1,21,0.038199,0.00
1,21,0.035105,0.00
1,21,0.031767,0.00
1,21,0.033664,0.00
1,21,0.030374,0.00
1,21,0.032765,0.00
