winnerPlayer,nodeCount,time,hit_rate
2,115,0.018259,8.70
2,115,0.007948,8.70
2,115,0.008238,8.70
2,115,0.012050,8.70
2,115,0.011855,8.70
2,115,0.009856,8.70
2,115,0.012638,8.70
2,124,0.012192,2.42
2,124,0.010243,2.42
2,124,0.015741,2.42
2,124,0.013284,2.42
2,124,0.010559,2.42
2,124,0.011593,2.42
2,124,0.015036,2.42
2,124,0.012517,2.42
2,124,0.011143,2.42
2,124,0.011459,2.42
2,124,0.010350,2.42
2,124,0.010907,2.42
2,124,0.010282,2.42
2,124,0.010580,2.42
2,124,0.010955,2.42
2,124,0.016035,2.42
2,124,0.012378,2.42
2,124,0.010429,2.42
2,124,0.010961,2.42
2,124,0.010881,2.42
2,124,0.010602,2.42
2,124,0.012332,2.42
2,124,0.011847,2.42
2,124,0.012563,2.42
2,124,0.010549,2.42
2,124,0.010853,2.42
2,124,0.010760,2.42
2,124,0.010652,2.42
2,124,0.011206,2.42
2,124,0.012098,2.42
2,124,0.011228,2.42
2,124,0.009978,2.42
2,124,0.010770,2.42
2,124,0.010383,2.42
2,124,0.012252,2.42
2,124,0.012236,2.42
1,55,0.009180,0.00
1,55,0.009765,0.00
1,55,0.008285,0.00
1,55,0.009404,0.00
1,55,0.008540,0.00
1,55,0.009451,0.00
1,55,0.008621,0.00
1,21,0.036326,0.00
1,21,0.030204,0.00
1,21,0.029366,0.00
1,21,0.028564,0.00
1,21,0.028426,0.00
1,21,0.029995,0.00
1,21,0.030108,0.00
1,21,0.029806,0.00
1,21,0.028660,0.00
1,21,0.029105,0.00
1,21,0.028379,0.00
1,21,0.030102,0.00
1,21,0.030386,0.00
1,21,0.030857,0.00
1,21,0.030537,0.00
1,21,0.029129,0.00
1,21,0.027657,0.00
1,21,0.028532,0.00
1,21,0.028355,0.00
1,21,0.028887,0.00
1,21,0.029742,0.00
1,21,0.028778,0.00
1,21,0.027986,0.00
1,21,0.029400,0.00
1,21,0.039504,0.00
1,21,0.032444,0.00
1,21,0.044852,0.00
1,21,0.036677,0.00
1,21,0.037059,0.00
1,21,0.034299,0.00
1,21,0.032952,0.00
1,21,0.034207,0.00
1,21,0.032771,0.00
1,21,0.032985,0.00
1,21,0.030753,0.00
1,21,0.032546,0.00
1,21,0.034004,0.00
1,21,0.033530,0.00
1,21,0.030174,0.00
1,21,0.029870,0.00
1,21,0.034268,0.00
1,21,0.030607,0.00
1,21,0.033063,0.00
1,21,0.030673,0.00
1,21,0.029506,0.00
1,21,0.029060,0.00
1,21,0.028422,0.00
1,21,0.030634,0.00
1,21,0.028312,0.00
1,21,0.030121,0.00
