winnerPlayer,nodeCount,time
1,718948,53.374089
1,3358866,29.868090
1,3474264,31.529240
1,46529,66.102919
1,6269719,61.950755
1,7552341,49.709466
1,5240577,26.654527
1,1941324,70.256425
1,8938805,29.925930
1,5488839,90.239573
1,4301643,82.623856
1,2235159,29.369527
1,577919,68.602322
1,1176945,69.109707
1,462051,71.686797
1,6610992,28.422430
1,2167307,28.928040
1,5060611,28.198997
1,4559514,60.802565
1,4263804,71.895573
1,3184703,82.390831
1,340336,28.585067
1,2625586,29.620994
1,2117337,28.657905
1,2802275,28.310490
1,3478725,40.780028
1,3478699,28.445716
2,6,60.529910
1,10986505,32.162742
1,12398,78.151841
1,5561877,53.776426
1,1360023,29.435673
1,7442518,28.329944
1,1002298,86.226933
1,4073299,29.611721
1,28,41.633930
1,8492922,29.921868
1,3478699,28.972374
1,3478699,28.534013
1,542712,54.388709
1,3130045,82.661953
1,6949732,28.586037
1,5245868,27.405822
1,5128974,27.565698
1,2921899,53.185173
1,7734256,42.947662
1,10435482,30.495517
1,6750273,29.330142
1,106,75.432322
1,5245868,27.667327
2,2346,21.065661,0.00
2,2346,20.961908,0.00
2,2346,20.972570,0.00
2,2346,20.670439,0.00
2,2346,21.055552,0.00
2,2346,20.949118,0.00
2,2346,20.293477,0.00
2,2346,20.232754,0.00
2,2346,20.264612,0.00
2,2346,20.431617,0.00
2,2346,20.742584,0.00
2,2346,21.163059,0.00
2,2346,20.880702,0.00
2,2346,20.527051,0.00
2,2346,21.065661,0.00
2,2346,20.961908,0.00
2,2346,20.972570,0.00
2,2346,20.670439,0.00
2,2346,21.055552,0.00
2,2346,20.949118,0.00
2,2346,20.293477,0.00
2,2346,20.232754,0.00
2,2346,20.264612,0.00
2,2346,20.431617,0.00
2,2346,20.742584,0.00
2,2346,21.163059,0.00
2,2346,20.880702,0.00
2,2346,20.527051,0.00
2,2346,21.065661,0.00
2,2346,20.961908,0.00
2,2346,20.972570,0.00
2,2346,20.670439,0.00
2,2346,21.055552,0.00
2,2346,20.949118,0.00
2,2346,20.293477,0.00
2,2346,20.232754,0.00
2,2346,20.264612,0.00
2,2346,20.431617,0.00
2,2346,20.742584,0.00
2,2346,21.163059,0.00
2,2346,20.880702,0.00
2,2346,20.527051,0.00
2,2346,21.065661,0.00
2,2346,20.961908,0.00
2,2346,20.972570,0.00
2,2346,20.670439,0.00
2,2346,21.055552,0.00
2,2346,20.949118,0.00
2,2346,20.293477,0.00
2,2346,20.232754,0.00
