winnerPlayer,nodeCount,time,hit_rate
2,1042,0.027860,5.24
2,1042,0.027611,5.24
2,1042,0.028130,5.24
2,1042,0.027940,5.24
2,1042,0.026844,5.24
2,1042,0.027437,5.24
2,1042,0.029494,5.24
2,1042,0.027150,5.24
2,1042,0.026945,5.24
2,1042,0.027258,5.24
2,1042,0.030436,5.24
2,1042,0.028165,5.24
2,1042,0.026040,5.24
2,1042,0.028128,5.24
2,1042,0.027123,5.24
2,1042,0.026585,5.24
2,1042,0.026502,5.24
2,1042,0.027952,5.24
2,1042,0.026788,5.24
2,1042,0.027955,5.24
2,1042,0.030782,5.24
2,1042,0.027628,5.24
2,1042,0.030534,5.24
2,1042,0.026831,5.24
2,1042,0.026713,5.24
2,622,0.014812,12.56
2,622,0.014988,12.56
2,622,0.014920,12.56
2,622,0.014761,12.56
2,622,0.014969,12.56
2,622,0.015780,12.56
2,622,0.015672,12.56
2,622,0.015944,12.56
2,622,0.016285,12.56
2,622,0.015219,12.56
2,622,0.014870,12.56
2,622,0.014745,12.56
2,622,0.015904,12.56
2,622,0.014882,12.56
2,622,0.015925,12.56
2,622,0.015673,12.56
2,622,0.018123,12.56
2,622,0.015016,12.56
2,622,0.014042,12.56
2,622,0.014899,12.56
2,622,0.015892,12.56
2,622,0.015084,12.56
2,622,0.015268,12.56
2,622,0.014130,12.56
2,622,0.015142,12.56
2,10,0.033177,0.00
2,10,0.034594,0.00
2,10,0.033023,0.00
2,10,0.031879,0.00
2,10,0.029826,0.00
2,10,0.029828,0.00
2,10,0.030629,0.00
2,10,0.034546,0.00
2,10,0.034079,0.00
2,10,0.036883,0.00
2,10,0.031459,0.00
2,10,0.032967,0.00
2,10,0.034322,0.00
2,10,0.033741,0.00
2,10,0.033439,0.00
2,10,0.036870,0.00
2,10,0.036921,0.00
2,10,0.031832,0.00
2,10,0.031987,0.00
2,10,0.031636,0.00
2,10,0.033273,0.00
2,10,0.034559,0.00
2,10,0.032134,0.00
2,10,0.037647,0.00
2,10,0.036331,0.00
2,10,0.031801,0.00
2,10,0.033485,0.00
2,10,0.037962,0.00
2,10,0.033512,0.00
2,10,0.034641,0.00
2,10,0.036244,0.00
2,10,0.033247,0.00
2,10,0.033602,0.00
2,10,0.035076,0.00
2,10,0.035931,0.00
2,10,0.036896,0.00
2,10,0.034835,0.00
2,10,0.034776,0.00
2,10,0.032285,0.00
2,10,0.033094,0.00
2,10,0.030613,0.00
2,10,0.029882,0.00
2,10,0.034547,0.00
2,10,0.031809,0.00
2,10,0.032674,0.00
2,10,0.034585,0.00
2,10,0.038676,0.00
2,10,0.037004,0.00
2,10,0.031700,0.00
2,10,0.030917,0.00
